9080,72.9,7
9090,72.2,7
9100,71.5,7
9110,70.7,7
9120,70,7
9130,69.3,7
9140,68.5,7
9150,67.8,7
9160,67,7
9170,66.3,7
9180,65.6,7
9190,64.8,7
9200,64.1,7
9210,63.3,7
9220,62.6,7
9230,61.9,7
9240,61.1,7
9250,60.4,7
9260,59.7,7
9270,58.9,7
9280,58.2,7
9290,57.4,7
9300,56.7,7
9310,56,7
9320,55.2,7
9330,54.5,7
9340,53.7,7
9350,53,7
9360,52.3,7
9370,51.5,7
9380,50.8,7
9390,50.1,7
9400,49.3,7
9410,48.6,7
9420,47.8,7
9430,47.1,7
9440,46.4,7
9450,45.6,7
9460,44.9,7
9470,44.1,7
9480,43.4,7
9490,42.7,7
9500,41.9,7
9510,41.2,7
9520,40.5,7
10930,40,7
10940,39.5,6.8
10950,39,6.7
10960,38.5,6.5
10970,38,6.3
10980,37.5,6.1
10990,37,6
11000,36.5,5.8
11010,36,5.6
11020,35.5,5.4
11030,35,5.3
11040,34.5,5.1
11050,34,4.9
11060,33.5,4.7
11070,33,4.6
11080,32.5,4.4
11090,32,4.2
11100,31.5,4
11110,31,3.9
11120,30.5,3.7
11130,30,3.5
11140,29.5,3.3
11150,29,3.2
11160,28.5,3
11170,28,2.8
11180,27.5,2.6
11190,27,2.5
11200,26.5,2.3
11210,26,2.1
11220,25.5,1.9
11230,25,1.8
11240,24.5,1.6
11250,24,1.4
11260,23.5,1.2
11270,23,1.1
11280,22.5,0.9
11290,22,0.7
11300,21.5,0.5
11310,21,0.4
11320,20.5,0.2
11330,20,0
11340,20,0
11350,20,0
11360,20,0
11370,20,0
11380,20,0
11390,20,0
11400,20,0
11410,20,0
11420,20,0
11430,20,0
11440,20,0
11450,20,0
11460,20,0
11470,20,0
11480,20,0
11490,20,0
11500,20,0
11510,20,0
11520,20,0
11530,20,0
11540,20,0
11550,20,0
11560,20,0
11570,20,0
11580,20,0
11590,20,0
11600,20,0
11610,20,0
11620,20,0
11630,20,0
11640,20,0
11650,20,0
11660,20,0
11670,20,0
11680,20,0
11690,20,0
11700,20,0
11710,20,0
11720,20,0
11730,20,0
11740,20,0
11750,20,0
11760,20,0
11770,20,0
11780,20,0
11790,20,0
11800,20,0
11810,20,0
11820,20,0
11830,20,0
11840,20,0
11850,20,0
11860,20,0
11870,20,0
11880,20,0
11890,20,0
11900,20,0
11910,20,0
11920,20,0
11930,20,0
11940,20,0
11950,20,0
11960,20,0
11970,20,0
11980,20,0
11990,20,0
12000,20,0
12010,20,0
12020,20,0
12030,20,0
12040,20,0
