Time,Temp Setpoint,Temp Feedback,Pressure Setpoint,Pressure Feedback,TC00,TC01,TC02,TC03,TC04,TC05,TC06,TC07,N1,N2,N3,Vacuum SP,,,,,,,,,,,,,,,,,
seconds,C,C,Bar,Bar,C,C,C,C,C,C,C,C,mBar,mBar,mBar,mBar,,,,,,,,,,,,,,,,,
4569,463,120,0,119,997,7,0,6,983,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2919,414,76,923,0,0
4574,463,120,0,119,966,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6846,154,2919,414,76,923,0,0
4579,463,120,0,119,956,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6846,154,2919,414,76,923,0,0
4584,463,120,0,120,39,7,0,6,992,120,350,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6846,154,2926,740,76,923,0,0
4589,463,120,0,120,91,7,0,6,992,120,412,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2919,414,76,923,0,0
4594,463,120,0,120,39,7,0,6,992,120,381,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2919,414,76,923,0,0
4599,463,120,0,119,966,7,0,7,1,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4604,463,120,0,120,80,7,0,7,19,120,444,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4609,463,120,0,120,112,7,0,7,10,120,475,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4614,463,120,0,120,39,7,0,6,992,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4619,463,120,0,119,987,7,0,6,992,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4624,463,120,0,120,39,7,0,6,983,120,381,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2919,414,76,923,0,0
4629,463,120,0,120,70,7,0,6,992,120,412,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4634,463,120,0,120,18,7,0,6,983,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4639,463,120,0,119,956,7,0,6,992,120,288,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4644,463,120,0,120,29,7,0,6,992,120,350,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2919,414,76,923,0,0
4649,463,120,0,120,60,7,0,7,10,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4654,463,120,0,120,18,7,0,7,10,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4659,463,120,0,119,946,7,0,7,1,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4664,463,120,0,120,49,7,0,6,992,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4669,463,120,0,120,70,7,0,6,983,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4674,463,120,0,120,29,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4679,463,120,0,119,977,7,0,6,983,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,69,597,0,0
4684,463,120,0,120,80,7,0,6,983,120,412,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2934,66,76,923,0,0
4689,463,120,0,120,122,7,0,6,983,120,444,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4694,463,120,0,120,122,7,0,7,10,120,475,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4699,463,120,0,120,49,7,0,7,10,120,381,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4704,463,120,0,120,80,7,0,6,983,120,444,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4709,463,120,0,120,70,7,0,6,983,120,412,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2926,740,76,923,0,0
4714,463,120,0,120,18,7,0,6,983,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4719,463,120,0,119,956,7,0,6,983,120,288,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4724,463,120,0,119,977,7,0,7,1,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4729,463,120,0,119,966,7,0,7,10,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4734,463,120,0,119,914,7,0,6,983,120,257,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4739,463,120,0,119,842,7,0,6,983,120,195,119,946,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4744,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4749,463,120,0,119,997,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4754,463,120,0,119,977,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6853,480,2934,66,76,923,0,0
4759,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,69,597,0,0
4764,463,120,0,119,987,7,0,6,983,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4769,463,120,0,120,49,7,0,6,983,120,381,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4774,463,120,0,120,8,7,0,6,992,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4779,463,120,0,119,966,7,0,7,10,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4784,463,120,0,120,70,7,0,6,983,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,69,597,0,0
4789,463,120,0,120,112,7,0,6,983,120,444,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4794,463,120,0,120,70,7,0,6,983,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4799,463,120,0,120,8,7,0,7,10,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4804,463,120,0,120,70,7,0,6,992,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4809,463,120,0,120,60,7,0,6,983,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4814,463,120,0,119,987,7,0,6,983,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2926,740,76,923,0,0
4819,463,120,0,119,946,7,0,7,1,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4824,463,120,0,120,49,7,0,6,992,120,381,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4829,463,120,0,120,101,7,0,6,983,120,412,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4834,463,120,0,120,39,7,0,6,992,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,69,597,0,0
4839,463,120,0,119,987,7,0,7,19,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2934,66,76,923,0,0
4844,463,120,0,120,29,7,0,6,992,120,350,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4849,463,120,0,119,997,7,0,6,983,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4854,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2934,66,76,923,0,0
4859,463,120,0,119,925,7,0,6,992,120,257,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4864,463,120,0,119,966,7,0,6,992,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4869,463,120,0,120,18,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2934,66,69,597,0,0
4874,463,120,0,119,987,7,0,6,992,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2941,392,76,923,0,0
4879,463,120,0,119,956,7,0,6,992,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4884,463,120,0,120,39,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2941,392,69,597,0,0
4889,463,120,0,120,101,7,0,7,10,120,444,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4894,463,120,0,120,60,7,0,6,983,120,381,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2934,66,76,923,0,0
4899,463,120,0,119,997,7,0,6,992,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4904,463,120,0,120,49,7,0,7,19,120,412,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4909,463,120,0,120,18,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2934,66,76,923,0,0
4914,463,120,0,119,966,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4919,463,120,0,119,946,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6860,806,2934,66,76,923,0,0
4924,463,120,0,120,18,7,0,7,10,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2941,392,76,923,0,0
4929,463,120,0,120,70,7,0,6,992,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4934,463,120,0,120,49,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4939,463,120,0,119,977,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4944,463,120,0,120,18,7,0,7,19,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4949,463,120,0,120,8,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,69,597,0,0
4954,463,120,0,119,946,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4959,463,120,0,119,883,7,0,6,983,120,226,119,977,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,69,597,0,0
4964,463,120,0,119,987,7,0,6,992,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4969,463,120,0,120,29,7,0,7,10,120,350,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4974,463,120,0,119,966,7,0,6,992,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4979,463,120,0,119,977,7,0,6,992,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2941,392,76,923,0,0
4984,463,120,0,120,91,7,0,7,19,120,412,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2948,718,76,923,0,0
4989,463,120,0,120,91,7,0,6,983,120,444,120,195,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4994,463,120,0,120,70,7,0,6,983,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
4999,463,120,0,120,8,7,0,7,10,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2948,718,76,923,0,0
5004,463,120,0,120,60,7,0,6,992,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
5009,463,120,0,120,49,7,0,6,992,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2948,718,76,923,0,0
5014,463,120,0,119,997,7,0,6,992,120,319,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
5019,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2941,392,76,923,0,0
5024,463,120,0,119,966,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6868,132,2948,718,76,923,0,0
5029,463,120,0,119,966,7,0,6,992,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2941,392,76,923,0,0
5034,463,120,0,119,914,7,0,6,992,120,257,120,8,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5039,463,120,0,119,842,7,0,6,983,120,163,119,977,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2941,392,76,923,0,0
5044,463,120,0,119,956,7,0,7,10,120,288,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5049,463,120,0,119,997,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2941,392,76,923,0,0
5054,463,120,0,119,966,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5059,463,120,0,119,935,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5064,463,120,0,120,29,7,0,7,10,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,84,249,0,0
5069,463,120,0,120,60,7,0,6,992,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5074,463,120,0,120,8,7,0,6,992,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5079,463,120,0,119,966,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5084,463,120,0,120,8,7,0,7,10,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5089,463,120,0,120,8,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2941,392,76,923,0,0
5094,463,120,0,119,966,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2941,392,76,923,0,0
5099,463,120,0,119,935,7,0,6,983,120,257,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5104,463,120,0,120,39,7,0,7,10,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5109,463,120,0,120,70,7,0,6,992,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5114,463,120,0,119,997,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5119,463,120,0,119,966,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5124,463,120,0,120,39,7,0,6,992,120,350,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5129,463,120,0,120,29,7,0,6,983,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,69,597,0,0
5134,463,120,0,119,966,7,0,7,10,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5139,463,120,0,119,904,7,0,6,983,120,226,120,8,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5144,463,120,0,119,997,7,0,6,983,120,350,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,69,597,0,0
5149,463,120,0,120,39,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5154,463,120,0,120,18,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5159,463,120,0,119,977,7,0,7,19,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5164,463,120,0,120,18,7,0,6,992,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5169,463,120,0,119,997,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5174,463,120,0,119,956,7,0,6,992,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5179,463,120,0,119,914,7,0,6,992,120,257,120,8,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5184,463,120,0,119,987,7,0,7,10,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2948,718,76,923,0,0
5189,463,120,0,120,39,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5194,463,120,0,120,8,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5199,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5204,463,120,0,119,997,7,0,6,992,120,350,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5209,463,120,0,119,977,7,0,7,10,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5214,463,120,0,119,956,7,0,7,19,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5219,463,120,0,119,852,7,0,7,10,120,195,119,977,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5224,463,120,0,119,946,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5229,463,120,0,119,977,7,0,6,973,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5234,463,120,0,119,997,7,0,6,973,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5239,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5244,463,120,0,120,60,7,0,6,983,120,412,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2948,718,76,923,0,0
5249,463,120,0,120,101,7,0,6,983,120,444,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5254,463,120,0,120,70,7,0,6,983,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5259,463,120,0,120,8,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5264,463,120,0,120,60,7,0,6,983,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5269,463,120,0,120,29,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5274,463,120,0,120,8,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5279,463,120,0,119,956,7,0,6,983,120,288,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5284,463,120,0,120,29,7,0,6,983,120,381,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6875,458,2956,44,76,923,0,0
5289,463,120,0,120,80,7,0,6,983,120,444,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5294,463,120,0,120,70,7,0,6,983,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5299,463,120,0,120,8,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5304,463,120,0,120,60,7,0,6,992,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2963,370,76,923,0,0
5309,463,120,0,120,49,7,0,7,19,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,76,923,0,0
5314,463,120,0,120,8,7,0,6,983,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5319,463,120,0,119,966,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5324,463,120,0,119,966,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5329,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2963,370,76,923,0,0
5334,463,120,0,119,894,7,0,6,992,120,257,120,8,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2956,44,76,923,0,0
5339,463,120,0,119,873,7,0,7,19,120,226,119,977,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,76,923,0,0
5344,463,120,0,119,956,7,0,6,992,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2963,370,76,923,0,0
5349,463,120,0,119,987,7,0,6,983,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,69,597,0,0
5354,463,120,0,119,966,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2963,370,76,923,0,0
5359,463,120,0,119,956,7,0,6,983,120,319,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2956,44,76,923,0,0
5364,463,120,0,120,60,7,0,6,992,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2963,370,76,923,0,0
5369,463,120,0,120,132,7,0,6,992,120,475,120,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2963,370,76,923,0,0
5374,463,120,0,120,80,7,0,7,19,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,76,923,0,0
5379,463,120,0,120,39,7,0,7,1,120,350,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2963,370,76,923,0,0
5384,463,120,0,120,80,7,0,6,992,120,412,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2963,370,76,923,0,0
5389,463,120,0,120,60,7,0,6,983,120,381,120,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2963,370,76,923,0,0
5394,463,120,0,120,8,7,0,6,983,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6882,784,2963,370,76,923,0,0
5399,463,120,0,119,956,7,0,6,983,120,288,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,69,597,0,0
5404,463,120,0,120,8,7,0,6,992,120,319,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,76,923,0,0
5409,463,120,0,119,966,7,0,6,992,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,76,923,0,0
5414,463,120,0,119,935,7,0,6,992,120,257,120,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,76,923,0,0
5419,463,120,0,119,873,7,0,7,19,120,195,119,977,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2970,696,84,249,0,0
5424,463,120,0,119,987,7,0,7,1,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,76,923,0,0
5429,463,120,0,120,39,7,0,6,983,120,381,120,132,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,76,923,0,0
5434,463,120,0,120,8,7,0,6,992,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,69,597,0,0
5439,463,120,0,119,977,7,0,6,983,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,76,923,0,0
5444,463,120,0,119,997,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,76,923,0,0
5449,463,120,0,120,8,7,0,6,983,120,350,120,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,76,923,0,0
5454,463,120,0,119,966,7,0,6,992,120,319,120,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2963,370,76,923,0,0
5459,463,120,0,119,914,7,0,7,19,120,257,120,8,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6890,110,2970,696,84,249,0,0
