Time,Temp Setpoint,Temp Feedback,Pressure Setpoint,Pressure Feedback,TC00,TC01,TC02,TC03,TC04,TC05,TC06,TC07,N1,N2,N3,Vacuum SP,,,,,,,,,,,,,,,,,
seconds,C,C,Bar,Bar,C,C,C,C,C,C,C,C,mBar,mBar,mBar,mBar,,,,,,,,,,,,,,,,,
1369,463,89,765,89,875,7,0,7,1,90,218,90,0,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6479,854,2684,982,76,923,0,0
1374,463,90,17,90,73,7,0,7,10,90,405,90,218,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6479,854,2684,982,76,923,0,0
1379,463,90,268,90,42,7,0,7,10,90,342,90,187,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6487,180,2684,982,76,923,0,0
1384,463,90,515,90,363,7,0,7,19,90,654,90,529,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6487,180,2684,982,69,597,0,0
1389,463,90,767,90,778,7,0,7,19,91,58,90,934,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6487,180,2684,982,76,923,0,0
1394,463,91,18,90,986,7,0,7,10,91,307,91,121,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6487,180,2684,982,69,597,0,0
1399,463,91,266,90,975,7,0,7,10,91,276,91,152,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6487,180,2684,982,76,923,0,0
1404,463,91,517,91,328,7,0,7,19,91,619,91,463,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6494,506,2684,982,69,597,0,0
1409,463,91,768,91,805,7,0,7,19,92,86,91,961,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6494,506,2684,982,69,597,0,0
1414,463,92,16,92,3,7,0,7,19,92,304,92,179,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6494,506,2684,982,69,597,0,0
1419,463,92,267,92,3,7,0,7,38,92,272,92,179,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6501,832,2684,982,76,923,0,0
1424,463,92,518,92,314,7,0,7,19,92,646,92,521,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6494,506,2699,634,76,923,0,0
1429,463,92,766,92,802,7,0,7,19,93,113,92,895,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6501,832,2699,634,76,923,0,0
1434,463,93,17,93,51,7,0,7,19,93,362,93,175,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6501,832,2699,634,76,923,0,0
1439,463,93,268,93,30,7,0,7,1,93,331,93,175,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6509,158,2699,634,76,923,0,0
1444,463,93,516,93,279,7,0,7,10,93,642,93,362,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6501,832,2699,634,76,923,0,0
1449,463,93,767,93,881,7,0,7,1,94,171,94,47,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6501,832,2699,634,76,923,0,0
1454,463,94,18,94,130,7,0,6,992,94,420,94,265,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6509,158,2699,634,76,923,0,0
1459,463,94,266,94,171,7,0,7,1,94,451,94,327,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6509,158,2706,960,76,923,0,0
1464,463,94,517,94,420,7,0,7,10,94,700,94,576,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6509,158,2699,634,69,597,0,0
1469,463,94,768,94,939,7,0,7,1,95,261,95,74,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6509,158,2699,634,69,597,0,0
1474,463,95,16,95,84,7,0,7,1,95,447,95,198,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6509,158,2699,634,76,923,0,0
1479,463,95,267,95,84,7,0,7,10,95,416,95,198,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6509,158,2699,634,69,597,0,0
1484,463,95,518,95,354,7,0,7,10,95,665,95,510,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6509,158,2706,960,76,923,0,0
1489,463,95,766,95,935,7,0,7,47,96,288,96,101,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6516,484,2706,960,69,597,0,0
1494,463,96,17,96,80,7,0,7,38,96,412,96,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6516,484,2706,960,76,923,0,0
1499,463,96,268,95,987,7,0,6,983,96,288,96,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6516,484,2706,960,69,597,0,0
1504,463,96,516,96,257,7,0,6,983,96,568,96,412,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6516,484,2706,960,69,597,0,0
1509,463,96,767,96,848,7,0,6,992,97,191,96,973,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6516,484,2706,960,69,597,0,0
1514,463,97,18,97,97,7,0,6,992,97,409,97,253,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6516,484,2706,960,76,923,0,0
1519,463,97,266,97,108,7,0,6,983,97,409,97,253,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6523,810,2706,960,69,597,0,0
1524,463,97,517,97,440,7,0,7,1,97,720,97,595,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6523,810,2706,960,69,597,0,0
1529,463,97,768,97,896,7,0,7,1,98,218,98,62,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6523,810,2714,286,76,923,0,0
1534,463,98,16,98,176,7,0,7,1,98,498,98,342,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6523,810,2706,960,69,597,0,0
1539,463,98,267,98,156,7,0,7,1,98,436,98,311,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6523,810,2706,960,69,597,0,0
1544,463,98,518,98,477,7,0,7,10,98,778,98,623,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6531,136,2714,286,69,597,0,0
1549,463,98,766,98,892,7,0,7,10,99,214,99,27,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6531,136,2714,286,76,923,0,0
1554,463,99,17,99,69,7,0,7,10,99,370,99,245,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6531,136,2714,286,69,597,0,0
1559,463,99,268,99,27,7,0,7,10,99,307,99,214,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6531,136,2714,286,69,597,0,0
1564,463,99,516,99,318,7,0,7,19,99,619,99,525,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6531,136,2714,286,76,923,0,0
1569,463,99,767,99,785,7,0,7,19,100,117,99,899,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6538,462,2714,286,76,923,0,0
1574,463,100,18,99,982,7,0,7,47,100,304,100,117,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6538,462,2714,286,76,923,0,0
1579,463,100,266,99,899,7,0,7,38,100,210,100,86,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6545,788,2721,612,76,923,0,0
1584,463,100,517,100,96,7,0,7,10,100,428,100,272,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6545,788,2714,286,76,923,0,0
1589,463,100,768,100,750,7,0,7,10,101,51,100,895,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6538,462,2721,612,76,923,0,0
1594,463,101,16,100,978,7,0,6,983,101,331,101,113,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6538,462,2714,286,69,597,0,0
1599,463,101,267,101,51,7,0,6,992,101,362,101,206,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6538,462,2721,612,69,597,0,0
1604,463,101,518,101,289,7,0,6,992,101,611,101,455,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6538,462,2721,612,69,597,0,0
1609,463,101,766,101,881,7,0,7,1,102,202,102,16,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6545,788,2721,612,76,923,0,0
1614,463,102,17,102,67,7,0,7,10,102,389,102,233,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6545,788,2721,612,76,923,0,0
1619,463,102,269,102,47,7,0,7,19,102,389,102,171,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6545,788,2721,612,76,923,0,0
1624,463,102,516,102,254,7,0,6,992,102,576,102,420,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6545,788,2721,612,76,923,0,0
1629,463,102,767,102,752,7,0,7,1,103,105,102,949,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6545,788,2721,612,69,597,0,0
1634,463,103,19,102,949,7,0,6,992,103,292,103,105,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6545,788,2728,938,69,597,0,0
1639,463,103,266,102,960,7,0,7,1,103,292,103,136,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6553,114,2728,938,69,597,0,0
1644,463,103,517,103,230,7,0,7,47,103,541,103,416,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6553,114,2728,938,76,923,0,0
1649,463,103,769,103,717,7,0,7,1,104,101,103,883,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6553,114,2728,938,69,597,0,0
1654,463,104,16,103,904,7,0,6,983,104,226,104,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6553,114,2721,612,69,597,0,0
1659,463,104,267,103,863,7,0,6,983,104,163,104,39,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6553,114,2728,938,76,923,0,0
1664,463,104,519,104,195,7,0,7,1,104,475,104,381,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6560,440,2728,938,76,923,0,0
1669,463,104,766,104,693,7,0,7,38,105,4,104,879,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6560,440,2728,938,76,923,0,0
1674,463,105,17,104,911,7,0,6,992,105,222,105,97,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6560,440,2728,938,69,597,0,0
1679,463,105,269,104,879,7,0,6,973,105,222,105,35,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6560,440,2728,938,69,597,0,0
1684,463,105,516,105,243,7,0,6,983,105,564,105,440,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6560,440,2728,938,69,597,0,0
1689,463,105,767,105,751,7,0,6,992,106,93,105,938,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6560,440,2728,938,76,923,0,0
1694,463,106,19,106,0,7,0,7,1,106,374,106,125,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6560,440,2736,264,69,597,0,0
1699,463,106,266,105,969,7,0,7,1,106,342,106,93,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6567,766,2728,938,69,597,0,0
1704,463,106,517,106,270,7,0,7,19,106,623,106,498,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6567,766,2736,264,76,923,0,0
1709,463,106,769,106,789,7,0,7,10,107,121,106,934,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6567,766,2736,264,76,923,0,0
1714,463,107,16,107,6,7,0,7,10,107,370,107,152,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6567,766,2736,264,76,923,0,0
1719,463,107,267,107,17,7,0,7,10,107,370,107,214,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6567,766,2736,264,69,597,0,0
1724,463,107,519,107,235,7,0,7,10,107,556,107,432,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6567,766,2736,264,69,597,0,0
1729,463,107,766,107,805,7,0,7,10,108,148,107,992,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6567,766,2736,264,69,597,0,0
1734,463,108,17,108,34,7,0,7,1,108,366,108,210,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6575,92,2736,264,76,923,0,0
1739,463,108,269,108,23,7,0,7,10,108,366,108,179,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6567,766,2736,264,69,597,0,0
1744,463,108,516,108,272,7,0,7,10,108,615,108,428,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6567,766,2736,264,76,923,0,0
1749,463,108,768,108,874,7,0,7,47,109,237,109,51,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6575,92,2743,590,76,923,0,0
1754,463,109,19,109,9,7,0,7,38,109,393,109,144,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6575,92,2743,590,76,923,0,0
1759,463,109,266,108,936,7,0,6,992,109,268,109,113,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6575,92,2736,264,69,597,0,0
1764,463,109,518,109,175,7,0,6,992,109,518,109,362,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6575,92,2736,264,69,597,0,0
1769,463,109,769,109,829,7,0,6,992,110,233,110,109,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6582,418,2736,264,69,597,0,0
1774,463,110,16,110,109,7,0,7,1,110,482,110,265,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6575,92,2736,264,76,923,0,0
1779,463,110,268,110,119,7,0,7,1,110,482,110,296,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6582,418,2736,264,76,923,0,0
1784,463,110,519,110,410,7,0,7,10,110,763,110,576,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6582,418,2743,590,76,923,0,0
1789,463,110,766,110,939,7,0,7,10,111,354,111,105,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6582,418,2743,590,69,597,0,0
1794,463,111,18,111,209,7,0,7,10,111,572,111,354,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6582,418,2743,590,76,923,0,0
1799,463,111,269,111,188,7,0,7,10,111,541,111,354,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6582,418,2743,590,69,597,0,0
1804,463,111,516,111,468,7,0,7,19,111,790,111,665,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6582,418,2743,590,69,597,0,0
1809,463,111,768,111,894,7,0,7,10,112,257,112,70,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6589,744,2743,590,69,597,0,0
1814,463,112,19,112,49,7,0,7,10,112,412,112,226,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6582,418,2743,590,69,597,0,0
1819,463,112,266,111,977,7,0,7,10,112,350,112,163,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6589,744,2743,590,69,597,0,0
1824,463,112,518,112,288,7,0,7,47,112,630,112,475,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6589,744,2750,916,76,923,0,0
1829,463,112,769,112,693,7,0,7,47,113,35,112,848,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6589,744,2750,916,76,923,0,0
1834,463,113,16,112,827,7,0,6,992,113,191,113,4,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6589,744,2750,916,76,923,0,0
1839,463,113,268,112,848,7,0,6,983,113,222,113,35,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6589,744,2750,916,76,923,0,0
1844,463,113,519,113,87,7,0,7,10,113,502,113,222,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6589,744,2750,916,76,923,0,0
1849,463,113,766,113,720,7,0,7,19,114,62,113,875,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6597,70,2750,916,76,923,0,0
1854,463,114,18,113,969,7,0,7,1,114,342,114,93,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6597,70,2750,916,76,923,0,0
1859,463,114,269,113,958,7,0,6,983,114,311,114,93,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6597,70,2750,916,69,597,0,0
1864,463,114,517,114,208,7,0,6,992,114,560,114,405,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6597,70,2750,916,69,597,0,0
1869,463,114,768,114,820,7,0,7,1,115,183,115,27,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6597,70,2750,916,69,597,0,0
1874,463,115,19,115,79,7,0,6,992,115,432,115,276,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6597,70,2758,242,69,597,0,0
1879,463,115,267,115,38,7,0,6,992,115,370,115,245,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6597,70,2750,916,69,597,0,0
1884,463,115,518,115,256,7,0,7,1,115,588,115,463,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6597,70,2758,242,69,597,0,0
1889,463,115,769,115,857,7,0,7,10,116,210,116,23,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6597,70,2758,242,69,597,0,0
1894,463,116,17,116,34,7,0,7,19,116,366,116,210,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6604,396,2758,242,76,923,0,0
1899,463,116,268,115,961,7,0,7,38,116,304,116,148,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6604,396,2758,242,76,923,0,0
1904,463,116,519,116,169,7,0,7,38,116,521,116,366,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6604,396,2758,242,76,923,0,0
1909,463,116,767,116,687,7,0,7,19,117,113,116,926,1770,0,1770,0,1770,0,1770,0,1770,0,1770,0,6604,396,2765,568,76,923,0,0
